names,ratings,locations,latitude,longitude
Koko Monk Chocolates,4.5,2883 West Broadway,49.271471,-123.17731
Baroness,4.5,2790 W Broadway,49.271471,-123.17731
Purebread,4.5,2887 W Broadway,49.271471,-123.17731
93 Coffee,5.0,1789 Comox Street,49.290112,-123.127062
Marine Building,5.0,355 Burrard St,49.290112,-123.127062
Arike Restaurant,5.0,1725 Davie St,49.290112,-123.127062
Vancouver Seawall,5.0,,49.290112,-123.127062
Ssong's Hotdog,5.0,795 Jervis Street,49.290112,-123.127062
Stanley Park,5.0,1166 Stanley Park Drive,49.290112,-123.127062
Big Bang Sushi,5.0,1103 Denman St,49.290112,-123.127062
Jack Poole Plaza,5.0,1055 Canada Place,49.290112,-123.127062
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.290112,-123.127062
Keto Caveman Davie,5.0,1230 Davie Street,49.290112,-123.127062
VAN CHA,4.5,433 Hornby Street,49.290112,-123.127062
Yasma,4.5,550 Denman Street,49.290112,-123.127062
Tom Sushi,4.5,1175 Davie St,49.290112,-123.127062
Noah's Cafe,4.5,1096 Denman Street,49.290112,-123.127062
Davie Village Bakery,4.5,1216 Davie Street,49.290112,-123.127062
Movies in the Park,4.5,Stanley Park Dr,49.290112,-123.127062
Curry Hut Indian Bistro,4.5,445 Howe Street,49.290112,-123.127062
The Red Accordion,4.5,1616 Alberni Street,49.290112,-123.127062
Pho 37,4.5,1578 Robson Street,49.290112,-123.127062
Captain's Oven Pizza,4.5,1110 W Pender Street,49.290112,-123.127062
Sushi Flamingo,5.0,1-1855 Burrad Street,49.263523,-123.155267
Obanhmi,5.0,102-1668 W Broadway,49.263523,-123.155267
Livni Café & Bakery,5.0,2213 W Broadway,49.263523,-123.155267
NUTTEA,5.0,1958 W4th Ave,49.263523,-123.155267
Puerto Mexico,5.0,2710 West 4th Avenue,49.263523,-123.155267
BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.263523,-123.155267
My Forno Pizza,5.0,1630 West Broadway,49.263523,-123.155267
Gateau de Henry,5.0,2255 Burrard street,49.263523,-123.155267
Folke Restaurant,4.5,2585 W Broadway,49.263523,-123.155267
The Only Cafe,4.5,2678 W 4th Avenue,49.263523,-123.155267
Casereccio Foods,4.5,2480 Vine Street,49.263523,-123.155267
Super Smash Burgers,4.5,2287 W Broadway,49.263523,-123.155267
Uno Gelato,4.5,2579 W Broadway,49.263523,-123.155267
Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.263523,-123.155267
C&T Fried Chicken,4.5,2445 Burrard Street,49.263523,-123.155267
Le Coq Frit,4.5,1888 W Broadway,49.263523,-123.155267
Cafe Lokal,4.5,2610 W 4 Avenue,49.263523,-123.155267
O5 Tea,4.5,2208 W 4th Avenue,49.263523,-123.155267
AnnaLena,4.5,1809 W 1st Avenue,49.263523,-123.155267
Healthy Noodle House,4.5,2716 W 4th Avenue,49.263523,-123.155267
Livni Café & Bakery,5.0,2213 W Broadway,49.264928,-123.168068
Puerto Mexico,5.0,2710 West 4th Avenue,49.264928,-123.168068
BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.264928,-123.168068
Petite Bao,5.0,2825 West Broadway,49.264928,-123.168068
Folke Restaurant,4.5,2585 W Broadway,49.264928,-123.168068
The Only Cafe,4.5,2678 W 4th Avenue,49.264928,-123.168068
Casereccio Foods,4.5,2480 Vine Street,49.264928,-123.168068
LanZhou Beef Noodle,4.5,3217 W Broadway,49.264928,-123.168068
Super Smash Burgers,4.5,2287 W Broadway,49.264928,-123.168068
Nostos Taverna,4.5,3162 W Broadway,49.264928,-123.168068
Uno Gelato,4.5,2579 W Broadway,49.264928,-123.168068
Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.264928,-123.168068
Cafe Lokal,4.5,2610 W 4 Avenue,49.264928,-123.168068
O5 Tea,4.5,2208 W 4th Avenue,49.264928,-123.168068
Healthy Noodle House,4.5,2716 W 4th Avenue,49.264928,-123.168068
Vegan Fried Chickun,4.5,2961 W Broadway,49.264928,-123.168068
KITS Eyecare,5.0,1500 Yew Street,49.264928,-123.168068
Harvest Deli,4.5,2963 W Broadway,49.264928,-123.168068
Evelyn's Coffee Shop,4.5,2176 W Broadway,49.264928,-123.168068
La Glace,4.5,2785 W 16th Avenue,49.264928,-123.168068
Puerto Mexico,5.0,2710 West 4th Avenue,49.264483,-123.173926
BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.264483,-123.173926
Petite Bao,5.0,2825 West Broadway,49.264483,-123.173926
Folke Restaurant,4.5,2585 W Broadway,49.264483,-123.173926
The PokéMan,4.5,3742 10th Avenue W,49.264483,-123.173926
The Only Cafe,4.5,2678 W 4th Avenue,49.264483,-123.173926
LanZhou Beef Noodle,4.5,3217 W Broadway,49.264483,-123.173926
Nostos Taverna,4.5,3162 W Broadway,49.264483,-123.173926
Caffe W,4.5,3646  Broadway W,49.264483,-123.173926
Uno Gelato,4.5,2579 W Broadway,49.264483,-123.173926
Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.264483,-123.173926
Dairy Queen / Orange Julius,4.5,3380 Dunbar St,49.264483,-123.173926
Cafe Lokal,4.5,2610 W 4 Avenue,49.264483,-123.173926
Healthy Noodle House,4.5,2716 W 4th Avenue,49.264483,-123.173926
Vegan Fried Chickun,4.5,2961 W Broadway,49.264483,-123.173926
Harvest Deli,4.5,2963 W Broadway,49.264483,-123.173926
La Glace,4.5,2785 W 16th Avenue,49.264483,-123.173926
Perchance,4.5,3363 Dunbar St,49.264483,-123.173926
Sahel Market & Restaurant,4.5,3207 West  Broadway,49.264483,-123.173926
Subway,4.5,3090 W Broadway Street,49.264483,-123.173926
The PokéMan,4.5,3742 10th Avenue W,49.264579,-123.18373
LanZhou Beef Noodle,4.5,3217 W Broadway,49.264579,-123.18373
Nostos Taverna,4.5,3162 W Broadway,49.264579,-123.18373
Caffe W,4.5,3646  Broadway W,49.264579,-123.18373
Dairy Queen / Orange Julius,4.5,3380 Dunbar St,49.264579,-123.18373
Vegan Fried Chickun,4.5,2961 W Broadway,49.264579,-123.18373
Harvest Deli,4.5,2963 W Broadway,49.264579,-123.18373
Perchance,4.5,3363 Dunbar St,49.264579,-123.18373
Sahel Market & Restaurant,4.5,3207 West  Broadway,49.264579,-123.18373
Subway,4.5,3090 W Broadway Street,49.264579,-123.18373
Midam Cafe,4.5,3211 W Broadway,49.264579,-123.18373
Koko Monk Chocolates,4.5,2883 West Broadway,49.264579,-123.18373
Purebread,4.5,2887 W Broadway,49.264579,-123.18373
Jericho Beach,4.5,Wallace St & Discovery St,49.264579,-123.18373
Serano Greek Pastry,4.5,3185 W Broadway,49.264579,-123.18373
Wicked Cafe & Bakery,4.5,3605 West 16th Avenue,49.264579,-123.18373
La La Island,4.5,2951 W Broadway,49.264579,-123.18373
Haidilao - Vancouver,4.5,3204 W Broadway,49.264579,-123.18373
Bayswater Tea Company,4.5,2966 W Broadway,49.264579,-123.18373
Itosugi Kappo Cuisine,4.5,3648 W Broadway,49.264579,-123.18373
Quizine Kitchen,5.0,1155 East Broadway,49.263746,-123.069892
Hariyali Express Indian Cuisine & Bar,5.0,2066 Commercial Drive,49.263746,-123.069892
Viet Family- The Vegan House,5.0,1431 Commercial Drive,49.263746,-123.069892
Giancarlo's Sports Bar,5.0,1865 Commercial Drive,49.263746,-123.069892
Renzullo Food Market,4.5,1370 Nanaimo Street,49.263746,-123.069892
Cozen,4.5,1441 Commercial Drive,49.263746,-123.069892
B House,4.5,2270 Commercial Drive,49.263746,-123.069892
The Bench Bakehouse,4.5,100-1641 Commercial Drive,49.263746,-123.069892
Mediterranean Specialty Foods,4.5,1824 Commercial Drive,49.263746,-123.069892
Chai Wagon,4.5,,49.263746,-123.069892
Elephant Garden Creamery,4.5,2080 Commercial Dr,49.263746,-123.069892
Dolce Amore,4.5,1588 Commercial Drive,49.263746,-123.069892
Oh Sweet Day,4.5,1706 E 1st Avenue,49.263746,-123.069892
La Grotta Del Formaggio,4.5,1791 Commercial Drive,49.263746,-123.069892
Kishimoto Japanese Kitchen,4.5,2054 Commercial Drive,49.263746,-123.069892
To Live For Bakery,4.5,1508 Nanaimo Street,49.263746,-123.069892
Vancity Fried Chicken,4.5,1678 Commercial Drive,49.263746,-123.069892
The Hide Out Diner,4.5,101-1951 Glen Drive,49.263746,-123.069892
Juno Provisions,4.0,2247 Commercial Dr,49.263746,-123.069892
Gojo Café,4.0,2838 Commercial Drive,49.263746,-123.069892
Sushi Master,5.0,1509 W Broadway,49.258761,-123.127071
The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.258761,-123.127071
WA-2!,5.0,1795 Powell Street,49.258761,-123.127071
Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.258761,-123.127071
La Taqueria Food Truck,5.0,,49.258761,-123.127071
Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.258761,-123.127071
Impostori Trattoria + Negroni Bar,4.5,3121 Granville Street,49.258761,-123.127071
Lumiere Cafe,4.5,521 West Broadway,49.258761,-123.127071
Rolling Cashew,4.5,401 Industrial Avenue,49.258761,-123.127071
Hot Cha Cafe,4.5,3306 Cambie Street,49.258761,-123.127071
Saucin Staples,4.5,1073 W Broadway,49.258761,-123.127071
Johnny’s On Oak,4.5,3838 Oak Street,49.258761,-123.127071
Deja Brew,4.5,943 W Broadway,49.258761,-123.127071
River's Sushi,5.0,678 W Broadway,49.258761,-123.127071
Farm Ventures,5.0,713 Sullivan Road,49.258761,-123.127071
The Real Patty Co,5.0,,49.258761,-123.127071
City of Vancouver,4.5,453 West 12th Avenue,49.258761,-123.127071
Whistler Eco Tours,5.0,4308 Main Street,49.258761,-123.127071
On the Grind - Pedalling Epic Coffee,5.0,,49.258761,-123.127071
Indian Roti Kitchen,4.5,2961 Cambie Street,49.258761,-123.127071
The PokéMan,4.5,3742 10th Avenue W,49.268974,-123.190701
Caffe W,4.5,3646  Broadway W,49.268974,-123.190701
Jericho Beach Park,4.5,3941 Point Grey Rd,49.268974,-123.190701
Jericho Beach,4.5,Wallace St & Discovery St,49.268974,-123.190701
Itosugi Kappo Cuisine,4.5,3648 W Broadway,49.268974,-123.190701
Grounds For Coffee,4.5,2565 Alma Street,49.268974,-123.190701
The Kitchen Dada,4.0,2535 Alma Street,49.268974,-123.190701
Taste of Thai,4.0,3629 W Broadway,49.268974,-123.190701
La Quercia,4.0,3689 W 4th Avenue,49.268974,-123.190701
Old Hastings Mill Store Museum,4.5,1575 Alma St,49.268974,-123.190701
Corner Cup,4.0,3301 W 4th Avenue,49.268974,-123.190701
DICED Discovery Cafe,4.0,1515 Discovery Street,49.268974,-123.190701
Rajio Japanese Public House,4.0,3763 W 10th Avenue,49.268974,-123.190701
Yuji's From Japan,4.0,2083 Alma Street,49.268974,-123.190701
Hitoe Sushi Japanese Restaurant,4.0,3347 W 4th Avenue,49.268974,-123.190701
Breakaway Adventures,5.0,3368 W 12th Avenue,49.268974,-123.190701
Almond Park,5.0,3600 W 12th Avenue,49.268974,-123.190701
Hastings Mill Park,5.0,1575 Alma Street,49.268974,-123.190701
Breka Bakery & Cafe,4.0,3750 W 4th Avenue,49.268974,-123.190701
Green Leaf Sushi,4.0,3416 W Broadway,49.268974,-123.190701
Sushi Flamingo,5.0,1-1855 Burrad Street,49.273011,-123.159663
Livni Café & Bakery,5.0,2213 W Broadway,49.273011,-123.159663
NUTTEA,5.0,1958 W4th Ave,49.273011,-123.159663
Puerto Mexico,5.0,2710 West 4th Avenue,49.273011,-123.159663
BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.273011,-123.159663
Petite Bao,5.0,2825 West Broadway,49.273011,-123.159663
Folke Restaurant,4.5,2585 W Broadway,49.273011,-123.159663
The Only Cafe,4.5,2678 W 4th Avenue,49.273011,-123.159663
Casereccio Foods,4.5,2480 Vine Street,49.273011,-123.159663
Super Smash Burgers,4.5,2287 W Broadway,49.273011,-123.159663
Billy Bishop Branch 176 Royal Canadian Legion,4.5,1407 Laburnum Street,49.273011,-123.159663
Uno Gelato,4.5,2579 W Broadway,49.273011,-123.159663
Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.273011,-123.159663
C&T Fried Chicken,4.5,2445 Burrard Street,49.273011,-123.159663
Cafe Lokal,4.5,2610 W 4 Avenue,49.273011,-123.159663
O5 Tea,4.5,2208 W 4th Avenue,49.273011,-123.159663
AnnaLena,4.5,1809 W 1st Avenue,49.273011,-123.159663
Healthy Noodle House,4.5,2716 W 4th Avenue,49.273011,-123.159663
Vegan Fried Chickun,4.5,2961 W Broadway,49.273011,-123.159663
Lumine Coffee,4.5,103- 1965 W 4th Avenue,49.273011,-123.159663
Puerto Mexico,5.0,2710 West 4th Avenue,49.266924,-123.173849
BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.266924,-123.173849
Petite Bao,5.0,2825 West Broadway,49.266924,-123.173849
Folke Restaurant,4.5,2585 W Broadway,49.266924,-123.173849
The PokéMan,4.5,3742 10th Avenue W,49.266924,-123.173849
The Only Cafe,4.5,2678 W 4th Avenue,49.266924,-123.173849
LanZhou Beef Noodle,4.5,3217 W Broadway,49.266924,-123.173849
Nostos Taverna,4.5,3162 W Broadway,49.266924,-123.173849
Caffe W,4.5,3646  Broadway W,49.266924,-123.173849
Uno Gelato,4.5,2579 W Broadway,49.266924,-123.173849
Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.266924,-123.173849
Cafe Lokal,4.5,2610 W 4 Avenue,49.266924,-123.173849
Healthy Noodle House,4.5,2716 W 4th Avenue,49.266924,-123.173849
Vegan Fried Chickun,4.5,2961 W Broadway,49.266924,-123.173849
Harvest Deli,4.5,2963 W Broadway,49.266924,-123.173849
La Glace,4.5,2785 W 16th Avenue,49.266924,-123.173849
Sahel Market & Restaurant,4.5,3207 West  Broadway,49.266924,-123.173849
Subway,4.5,3090 W Broadway Street,49.266924,-123.173849
Midam Cafe,4.5,3211 W Broadway,49.266924,-123.173849
Koko Monk Chocolates,4.5,2883 West Broadway,49.266924,-123.173849
Livni Café & Bakery,5.0,2213 W Broadway,49.264326,-123.164725
Puerto Mexico,5.0,2710 West 4th Avenue,49.264326,-123.164725
BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.264326,-123.164725
Petite Bao,5.0,2825 West Broadway,49.264326,-123.164725
Folke Restaurant,4.5,2585 W Broadway,49.264326,-123.164725
The Only Cafe,4.5,2678 W 4th Avenue,49.264326,-123.164725
Casereccio Foods,4.5,2480 Vine Street,49.264326,-123.164725
LanZhou Beef Noodle,4.5,3217 W Broadway,49.264326,-123.164725
Super Smash Burgers,4.5,2287 W Broadway,49.264326,-123.164725
Nostos Taverna,4.5,3162 W Broadway,49.264326,-123.164725
Billy Bishop Branch 176 Royal Canadian Legion,4.5,1407 Laburnum Street,49.264326,-123.164725
Uno Gelato,4.5,2579 W Broadway,49.264326,-123.164725
Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.264326,-123.164725
Cafe Lokal,4.5,2610 W 4 Avenue,49.264326,-123.164725
O5 Tea,4.5,2208 W 4th Avenue,49.264326,-123.164725
Healthy Noodle House,4.5,2716 W 4th Avenue,49.264326,-123.164725
Vegan Fried Chickun,4.5,2961 W Broadway,49.264326,-123.164725
KITS Eyecare,5.0,1500 Yew Street,49.264326,-123.164725
Harvest Deli,4.5,2963 W Broadway,49.264326,-123.164725
Evelyn's Coffee Shop,4.5,2176 W Broadway,49.264326,-123.164725
The PokéMan,4.5,3742 10th Avenue W,49.266636,-123.183661
LanZhou Beef Noodle,4.5,3217 W Broadway,49.266636,-123.183661
Nostos Taverna,4.5,3162 W Broadway,49.266636,-123.183661
Caffe W,4.5,3646  Broadway W,49.266636,-123.183661
Vegan Fried Chickun,4.5,2961 W Broadway,49.266636,-123.183661
Harvest Deli,4.5,2963 W Broadway,49.266636,-123.183661
Sahel Market & Restaurant,4.5,3207 West  Broadway,49.266636,-123.183661
Subway,4.5,3090 W Broadway Street,49.266636,-123.183661
Midam Cafe,4.5,3211 W Broadway,49.266636,-123.183661
Koko Monk Chocolates,4.5,2883 West Broadway,49.266636,-123.183661
Purebread,4.5,2887 W Broadway,49.266636,-123.183661
Jericho Beach,4.5,Wallace St & Discovery St,49.266636,-123.183661
Serano Greek Pastry,4.5,3185 W Broadway,49.266636,-123.183661
Wicked Cafe & Bakery,4.5,3605 West 16th Avenue,49.266636,-123.183661
La La Island,4.5,2951 W Broadway,49.266636,-123.183661
Haidilao - Vancouver,4.5,3204 W Broadway,49.266636,-123.183661
Bayswater Tea Company,4.5,2966 W Broadway,49.266636,-123.183661
Itosugi Kappo Cuisine,4.5,3648 W Broadway,49.266636,-123.183661
Grounds For Coffee,4.5,2565 Alma Street,49.266636,-123.183661
Uncle Pu's Sichuan Taste,5.0,3132 West Broadway,49.266636,-123.183661
Sweet Thea Bakery,5.0,4305 Main St,49.254818,-123.114785
The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.254818,-123.114785
WA-2!,5.0,1795 Powell Street,49.254818,-123.114785
La Taqueria Food Truck,5.0,,49.254818,-123.114785
Camion Cafe,5.0,,49.254818,-123.114785
Mount Pleasant Park,5.0,3161 Ontario Street,49.254818,-123.114785
Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.254818,-123.114785
Lumiere Cafe,4.5,521 West Broadway,49.254818,-123.114785
Rolling Cashew,4.5,401 Industrial Avenue,49.254818,-123.114785
Hot Cha Cafe,4.5,3306 Cambie Street,49.254818,-123.114785
Saucin Staples,4.5,1073 W Broadway,49.254818,-123.114785
Cilantro Indian Cuisine,4.5,189 W Broadway,49.254818,-123.114785
Johnny’s On Oak,4.5,3838 Oak Street,49.254818,-123.114785
Superbaba,4.5,2419 Main St,49.254818,-123.114785
Deja Brew,4.5,943 W Broadway,49.254818,-123.114785
The Mighty Oak,4.5,198 W 18th Avenue,49.254818,-123.114785
Suyo Modern Peruvian,4.5,3475 Main Street,49.254818,-123.114785
River's Sushi,5.0,678 W Broadway,49.254818,-123.114785
Paper Cone Desserts,4.5,3623 Main Street,49.254818,-123.114785
Farm Ventures,5.0,713 Sullivan Road,49.254818,-123.114785
Puerto Mexico,5.0,2710 West 4th Avenue,49.268837,-123.177633
Petite Bao,5.0,2825 West Broadway,49.268837,-123.177633
Folke Restaurant,4.5,2585 W Broadway,49.268837,-123.177633
The PokéMan,4.5,3742 10th Avenue W,49.268837,-123.177633
The Only Cafe,4.5,2678 W 4th Avenue,49.268837,-123.177633
LanZhou Beef Noodle,4.5,3217 W Broadway,49.268837,-123.177633
Nostos Taverna,4.5,3162 W Broadway,49.268837,-123.177633
Caffe W,4.5,3646  Broadway W,49.268837,-123.177633
Uno Gelato,4.5,2579 W Broadway,49.268837,-123.177633
Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.268837,-123.177633
Cafe Lokal,4.5,2610 W 4 Avenue,49.268837,-123.177633
Healthy Noodle House,4.5,2716 W 4th Avenue,49.268837,-123.177633
Vegan Fried Chickun,4.5,2961 W Broadway,49.268837,-123.177633
Harvest Deli,4.5,2963 W Broadway,49.268837,-123.177633
Sahel Market & Restaurant,4.5,3207 West  Broadway,49.268837,-123.177633
Subway,4.5,3090 W Broadway Street,49.268837,-123.177633
Midam Cafe,4.5,3211 W Broadway,49.268837,-123.177633
Koko Monk Chocolates,4.5,2883 West Broadway,49.268837,-123.177633
Baroness,4.5,2790 W Broadway,49.268837,-123.177633
Purebread,4.5,2887 W Broadway,49.268837,-123.177633
The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.255034,-123.120226
WA-2!,5.0,1795 Powell Street,49.255034,-123.120226
La Taqueria Food Truck,5.0,,49.255034,-123.120226
Camion Cafe,5.0,,49.255034,-123.120226
Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.255034,-123.120226
Lumiere Cafe,4.5,521 West Broadway,49.255034,-123.120226
Rolling Cashew,4.5,401 Industrial Avenue,49.255034,-123.120226
Hot Cha Cafe,4.5,3306 Cambie Street,49.255034,-123.120226
Saucin Staples,4.5,1073 W Broadway,49.255034,-123.120226
Cilantro Indian Cuisine,4.5,189 W Broadway,49.255034,-123.120226
Johnny’s On Oak,4.5,3838 Oak Street,49.255034,-123.120226
Deja Brew,4.5,943 W Broadway,49.255034,-123.120226
The Mighty Oak,4.5,198 W 18th Avenue,49.255034,-123.120226
River's Sushi,5.0,678 W Broadway,49.255034,-123.120226
Farm Ventures,5.0,713 Sullivan Road,49.255034,-123.120226
The Real Patty Co,5.0,,49.255034,-123.120226
City of Vancouver,4.5,453 West 12th Avenue,49.255034,-123.120226
Whistler Eco Tours,5.0,4308 Main Street,49.255034,-123.120226
On the Grind - Pedalling Epic Coffee,5.0,,49.255034,-123.120226
Indian Roti Kitchen,4.5,2961 Cambie Street,49.255034,-123.120226
Puerto Mexico,5.0,2710 West 4th Avenue,49.271044,-123.170661
BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.271044,-123.170661
Petite Bao,5.0,2825 West Broadway,49.271044,-123.170661
Folke Restaurant,4.5,2585 W Broadway,49.271044,-123.170661
The Only Cafe,4.5,2678 W 4th Avenue,49.271044,-123.170661
Casereccio Foods,4.5,2480 Vine Street,49.271044,-123.170661
LanZhou Beef Noodle,4.5,3217 W Broadway,49.271044,-123.170661
Super Smash Burgers,4.5,2287 W Broadway,49.271044,-123.170661
Nostos Taverna,4.5,3162 W Broadway,49.271044,-123.170661
Uno Gelato,4.5,2579 W Broadway,49.271044,-123.170661
Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.271044,-123.170661
Cafe Lokal,4.5,2610 W 4 Avenue,49.271044,-123.170661
Healthy Noodle House,4.5,2716 W 4th Avenue,49.271044,-123.170661
Vegan Fried Chickun,4.5,2961 W Broadway,49.271044,-123.170661
Harvest Deli,4.5,2963 W Broadway,49.271044,-123.170661
Sahel Market & Restaurant,4.5,3207 West  Broadway,49.271044,-123.170661
Subway,4.5,3090 W Broadway Street,49.271044,-123.170661
Midam Cafe,4.5,3211 W Broadway,49.271044,-123.170661
Koko Monk Chocolates,4.5,2883 West Broadway,49.271044,-123.170661
Baroness,4.5,2790 W Broadway,49.271044,-123.170661
Sweet Thea Bakery,5.0,4305 Main St,49.252691,-123.101289
La Taqueria Food Truck,5.0,,49.252691,-123.101289
Camion Cafe,5.0,,49.252691,-123.101289
Mount Pleasant Park,5.0,3161 Ontario Street,49.252691,-123.101289
Ramen Kounotori,4.5,3950 Main Street,49.252691,-123.101289
Hot Cha Cafe,4.5,3306 Cambie Street,49.252691,-123.101289
BBQ Chicken,4.5,4470 Main Street,49.252691,-123.101289
The Mighty Oak,4.5,198 W 18th Avenue,49.252691,-123.101289
Suyo Modern Peruvian,4.5,3475 Main Street,49.252691,-123.101289
Paper Cone Desserts,4.5,3623 Main Street,49.252691,-123.101289
The Watson,5.0,3080 Main Street,49.252691,-123.101289
City of Vancouver,4.5,453 West 12th Avenue,49.252691,-123.101289
On the Grind - Pedalling Epic Coffee,5.0,,49.252691,-123.101289
Dog Meister,5.0,2949 Main Street,49.252691,-123.101289
J.J Dosai,4.5,4354 Fraser street,49.252691,-123.101289
Corner 29,4.5,4488 Main Street,49.252691,-123.101289
Sushi Hil,4.5,3330 Main Street,49.252691,-123.101289
Piast Bakery,4.5,3280 Cambie Street,49.252691,-123.101289
O! Taho,4.5,4223 Fraser Street,49.252691,-123.101289
Published On Main,4.5,3593 Main Street,49.252691,-123.101289
Golftec,5.0,763 Terminal Avenue,49.272172,-123.097978
Johnny's Pops,5.0,,49.272172,-123.097978
The Garden Strathcona,5.0,868 E Hastings Street,49.272172,-123.097978
Cookies of Course,5.0,,49.272172,-123.097978
West Hotel & Bar,5.0,488 Carrall St,49.272172,-123.097978
Say Hello Sweets,5.0,620 Quebec Street,49.272172,-123.097978
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.272172,-123.097978
Hoduya,4.5,86 Keefer Place,49.272172,-123.097978
Le Petit Belge,4.5,1007 Main Street,49.272172,-123.097978
Aiyaohno Cafe,4.5,425 Carrall Street,49.272172,-123.097978
The Chinese Tea Shop,4.5,101 E Pender Street,49.272172,-123.097978
Honolulu Coffee,4.5,97 West 2nd Avenue,49.272172,-123.097978
Rolling Cashew,4.5,401 Industrial Avenue,49.272172,-123.097978
Little Bangkok Thai Kitchen 2,4.5,88 W Pender Street,49.272172,-123.097978
Cilantro Indian Cuisine,4.5,189 W Broadway,49.272172,-123.097978
Manpuku Bento,4.5,288 E Pender Street,49.272172,-123.097978
Superbaba,4.5,2419 Main St,49.272172,-123.097978
Barbara,4.5,305 East Pender Street,49.272172,-123.097978
Kouign Café,4.5,18 East Pender Street,49.272172,-123.097978
Bali Thai,4.5,88 W Pender Street,49.272172,-123.097978
The PokéMan,4.5,3742 10th Avenue W,49.271082,-123.191458
Caffe W,4.5,3646  Broadway W,49.271082,-123.191458
Jericho Beach Park,4.5,3941 Point Grey Rd,49.271082,-123.191458
Jericho Beach,4.5,Wallace St & Discovery St,49.271082,-123.191458
Itosugi Kappo Cuisine,4.5,3648 W Broadway,49.271082,-123.191458
Grounds For Coffee,4.5,2565 Alma Street,49.271082,-123.191458
The Kitchen Dada,4.0,2535 Alma Street,49.271082,-123.191458
Taste of Thai,4.0,3629 W Broadway,49.271082,-123.191458
La Quercia,4.0,3689 W 4th Avenue,49.271082,-123.191458
West Point Grey Community Centre At Aberthau,4.5,4397 2nd Avenue W,49.271082,-123.191458
Old Hastings Mill Store Museum,4.5,1575 Alma St,49.271082,-123.191458
Corner Cup,4.0,3301 W 4th Avenue,49.271082,-123.191458
DICED Discovery Cafe,4.0,1515 Discovery Street,49.271082,-123.191458
Rajio Japanese Public House,4.0,3763 W 10th Avenue,49.271082,-123.191458
Yuji's From Japan,4.0,2083 Alma Street,49.271082,-123.191458
Hitoe Sushi Japanese Restaurant,4.0,3347 W 4th Avenue,49.271082,-123.191458
Little Umbrella,5.0,4372 W 10th Avenue,49.271082,-123.191458
Hastings Mill Park,5.0,1575 Alma Street,49.271082,-123.191458
Breka Bakery & Cafe,4.0,3750 W 4th Avenue,49.271082,-123.191458
Green Leaf Sushi,4.0,3416 W Broadway,49.271082,-123.191458
Grab N Go,5.0,1207 Hamilton Street,49.27808,-123.130557
That’s It Cafe,5.0,1612 West 1st Avenue,49.27808,-123.130557
Parker Rooftop,5.0,1379 Howe Street,49.27808,-123.130557
Okeya Kyujiro,5.0,1038 Mainland Street,49.27808,-123.130557
Sake Dining Hashigo,5.0,1265 Granville St,49.27808,-123.130557
Cardero Cafe,5.0,1105 Davie St,49.27808,-123.130557
Arike Restaurant,5.0,1725 Davie St,49.27808,-123.130557
inBtwn Cafe,5.0,1625 Hornby Street,49.27808,-123.130557
Manoush'eh,5.0,620 Davie Street,49.27808,-123.130557
Number E Food,5.0,1308 Burrard Street,49.27808,-123.130557
Rainbow Park,5.0,872 Richards Street,49.27808,-123.130557
George Wainborn Park,5.0,450 Beach Crescent,49.27808,-123.130557
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.27808,-123.130557
Keto Caveman Davie,5.0,1230 Davie Street,49.27808,-123.130557
Tru Cafe,5.0,1500 West 2nd Avenue,49.27808,-123.130557
Incognito Coffee,4.5,843 Seymour Street,49.27808,-123.130557
English Bay Beach Park,4.5,1700 Beach Avenue,49.27808,-123.130557
Uno Gelato,4.5,601 Stamps Landing,49.27808,-123.130557
Starbucks,4.5,1088 Burrard Street,49.27808,-123.130557
Le Parfait,4.5,812 Homer Street,49.27808,-123.130557
Grab N Go,5.0,1207 Hamilton Street,49.269969,-123.109623
Okeya Kyujiro,5.0,1038 Mainland Street,49.269969,-123.109623
