,names,ratings,locations,latitude,longitude
3765,Curry Hut Indian Bistro,4.5,445 Howe Street,49.290112,-123.127062
3766,The Red Accordion,4.5,1616 Alberni Street,49.290112,-123.127062
3767,Pho 37,4.5,1578 Robson Street,49.290112,-123.127062
3768,Captain's Oven Pizza,4.5,1110 W Pender Street,49.290112,-123.127062
3769,Sushi Flamingo,5.0,1-1855 Burrad Street,49.263523,-123.155267
3770,Obanhmi,5.0,102-1668 W Broadway,49.263523,-123.155267
3771,Livni Café & Bakery,5.0,2213 W Broadway,49.263523,-123.155267
3772,NUTTEA,5.0,1958 W4th Ave,49.263523,-123.155267
3773,Puerto Mexico,5.0,2710 West 4th Avenue,49.263523,-123.155267
3774,BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.263523,-123.155267
3775,My Forno Pizza,5.0,1630 West Broadway,49.263523,-123.155267
3776,Gateau de Henry,5.0,2255 Burrard street,49.263523,-123.155267
3777,Folke Restaurant,4.5,2585 W Broadway,49.263523,-123.155267
3778,The Only Cafe,4.5,2678 W 4th Avenue,49.263523,-123.155267
3779,Casereccio Foods,4.5,2480 Vine Street,49.263523,-123.155267
3780,Super Smash Burgers,4.5,2287 W Broadway,49.263523,-123.155267
3781,Uno Gelato,4.5,2579 W Broadway,49.263523,-123.155267
3782,Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.263523,-123.155267
3783,C&T Fried Chicken,4.5,2445 Burrard Street,49.263523,-123.155267
3784,Le Coq Frit,4.5,1888 W Broadway,49.263523,-123.155267
3785,Cafe Lokal,4.5,2610 W 4 Avenue,49.263523,-123.155267
3786,O5 Tea,4.5,2208 W 4th Avenue,49.263523,-123.155267
3787,AnnaLena,4.5,1809 W 1st Avenue,49.263523,-123.155267
3788,Healthy Noodle House,4.5,2716 W 4th Avenue,49.263523,-123.155267
3789,Livni Café & Bakery,5.0,2213 W Broadway,49.264928,-123.168068
3790,Puerto Mexico,5.0,2710 West 4th Avenue,49.264928,-123.168068
3791,BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.264928,-123.168068
3792,Petite Bao,5.0,2825 West Broadway,49.264928,-123.168068
3793,Folke Restaurant,4.5,2585 W Broadway,49.264928,-123.168068
3794,The Only Cafe,4.5,2678 W 4th Avenue,49.264928,-123.168068
3795,Casereccio Foods,4.5,2480 Vine Street,49.264928,-123.168068
3796,LanZhou Beef Noodle,4.5,3217 W Broadway,49.264928,-123.168068
3797,Super Smash Burgers,4.5,2287 W Broadway,49.264928,-123.168068
3798,Nostos Taverna,4.5,3162 W Broadway,49.264928,-123.168068
3799,Uno Gelato,4.5,2579 W Broadway,49.264928,-123.168068
3800,Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.264928,-123.168068
3801,Cafe Lokal,4.5,2610 W 4 Avenue,49.264928,-123.168068
3802,O5 Tea,4.5,2208 W 4th Avenue,49.264928,-123.168068
3803,Healthy Noodle House,4.5,2716 W 4th Avenue,49.264928,-123.168068
3804,Vegan Fried Chickun,4.5,2961 W Broadway,49.264928,-123.168068
3805,KITS Eyecare,5.0,1500 Yew Street,49.264928,-123.168068
3806,Harvest Deli,4.5,2963 W Broadway,49.264928,-123.168068
3807,Evelyn's Coffee Shop,4.5,2176 W Broadway,49.264928,-123.168068
3808,La Glace,4.5,2785 W 16th Avenue,49.264928,-123.168068
3809,Puerto Mexico,5.0,2710 West 4th Avenue,49.264483,-123.173926
3810,BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.264483,-123.173926
3811,Petite Bao,5.0,2825 West Broadway,49.264483,-123.173926
3812,Folke Restaurant,4.5,2585 W Broadway,49.264483,-123.173926
3813,The PokéMan,4.5,3742 10th Avenue W,49.264483,-123.173926
3814,The Only Cafe,4.5,2678 W 4th Avenue,49.264483,-123.173926
3815,LanZhou Beef Noodle,4.5,3217 W Broadway,49.264483,-123.173926
3816,Nostos Taverna,4.5,3162 W Broadway,49.264483,-123.173926
3817,Caffe W,4.5,3646  Broadway W,49.264483,-123.173926
3818,Uno Gelato,4.5,2579 W Broadway,49.264483,-123.173926
3819,Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.264483,-123.173926
3820,Dairy Queen / Orange Julius,4.5,3380 Dunbar St,49.264483,-123.173926
3821,Cafe Lokal,4.5,2610 W 4 Avenue,49.264483,-123.173926
3822,Healthy Noodle House,4.5,2716 W 4th Avenue,49.264483,-123.173926
3823,Vegan Fried Chickun,4.5,2961 W Broadway,49.264483,-123.173926
3824,Harvest Deli,4.5,2963 W Broadway,49.264483,-123.173926
3825,La Glace,4.5,2785 W 16th Avenue,49.264483,-123.173926
3826,Perchance,4.5,3363 Dunbar St,49.264483,-123.173926
3827,Sahel Market & Restaurant,4.5,3207 West  Broadway,49.264483,-123.173926
3828,Subway,4.5,3090 W Broadway Street,49.264483,-123.173926
3829,The PokéMan,4.5,3742 10th Avenue W,49.264579,-123.18373
3830,LanZhou Beef Noodle,4.5,3217 W Broadway,49.264579,-123.18373
3831,Nostos Taverna,4.5,3162 W Broadway,49.264579,-123.18373
3832,Caffe W,4.5,3646  Broadway W,49.264579,-123.18373
3833,Dairy Queen / Orange Julius,4.5,3380 Dunbar St,49.264579,-123.18373
3834,Vegan Fried Chickun,4.5,2961 W Broadway,49.264579,-123.18373
3835,Harvest Deli,4.5,2963 W Broadway,49.264579,-123.18373
3836,Perchance,4.5,3363 Dunbar St,49.264579,-123.18373
3837,Sahel Market & Restaurant,4.5,3207 West  Broadway,49.264579,-123.18373
3838,Subway,4.5,3090 W Broadway Street,49.264579,-123.18373
3839,Midam Cafe,4.5,3211 W Broadway,49.264579,-123.18373
3840,Koko Monk Chocolates,4.5,2883 West Broadway,49.264579,-123.18373
3841,Purebread,4.5,2887 W Broadway,49.264579,-123.18373
3842,Jericho Beach,4.5,Wallace St & Discovery St,49.264579,-123.18373
3843,Serano Greek Pastry,4.5,3185 W Broadway,49.264579,-123.18373
3844,Wicked Cafe & Bakery,4.5,3605 West 16th Avenue,49.264579,-123.18373
3845,La La Island,4.5,2951 W Broadway,49.264579,-123.18373
3846,Haidilao - Vancouver,4.5,3204 W Broadway,49.264579,-123.18373
3847,Bayswater Tea Company,4.5,2966 W Broadway,49.264579,-123.18373
3848,Itosugi Kappo Cuisine,4.5,3648 W Broadway,49.264579,-123.18373
3849,Quizine Kitchen,5.0,1155 East Broadway,49.263746,-123.069892
3850,Hariyali Express Indian Cuisine & Bar,5.0,2066 Commercial Drive,49.263746,-123.069892
3851,Viet Family- The Vegan House,5.0,1431 Commercial Drive,49.263746,-123.069892
3852,Giancarlo's Sports Bar,5.0,1865 Commercial Drive,49.263746,-123.069892
3853,Renzullo Food Market,4.5,1370 Nanaimo Street,49.263746,-123.069892
3854,Cozen,4.5,1441 Commercial Drive,49.263746,-123.069892
3855,B House,4.5,2270 Commercial Drive,49.263746,-123.069892
3856,The Bench Bakehouse,4.5,100-1641 Commercial Drive,49.263746,-123.069892
3857,Mediterranean Specialty Foods,4.5,1824 Commercial Drive,49.263746,-123.069892
3858,Chai Wagon,4.5,,49.263746,-123.069892
3859,Elephant Garden Creamery,4.5,2080 Commercial Dr,49.263746,-123.069892
3860,Dolce Amore,4.5,1588 Commercial Drive,49.263746,-123.069892
3861,Oh Sweet Day,4.5,1706 E 1st Avenue,49.263746,-123.069892
3862,La Grotta Del Formaggio,4.5,1791 Commercial Drive,49.263746,-123.069892
3863,Kishimoto Japanese Kitchen,4.5,2054 Commercial Drive,49.263746,-123.069892
3864,To Live For Bakery,4.5,1508 Nanaimo Street,49.263746,-123.069892
3865,Vancity Fried Chicken,4.5,1678 Commercial Drive,49.263746,-123.069892
3866,The Hide Out Diner,4.5,101-1951 Glen Drive,49.263746,-123.069892
3867,Juno Provisions,4.0,2247 Commercial Dr,49.263746,-123.069892
3868,Gojo Café,4.0,2838 Commercial Drive,49.263746,-123.069892
3869,Sushi Master,5.0,1509 W Broadway,49.258761,-123.127071
3870,The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.258761,-123.127071
3871,WA-2!,5.0,1795 Powell Street,49.258761,-123.127071
3872,Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.258761,-123.127071
3873,La Taqueria Food Truck,5.0,,49.258761,-123.127071
3874,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.258761,-123.127071
3875,Impostori Trattoria + Negroni Bar,4.5,3121 Granville Street,49.258761,-123.127071
3876,Lumiere Cafe,4.5,521 West Broadway,49.258761,-123.127071
3877,Rolling Cashew,4.5,401 Industrial Avenue,49.258761,-123.127071
3878,Hot Cha Cafe,4.5,3306 Cambie Street,49.258761,-123.127071
3879,Saucin Staples,4.5,1073 W Broadway,49.258761,-123.127071
3880,Johnny’s On Oak,4.5,3838 Oak Street,49.258761,-123.127071
3881,Deja Brew,4.5,943 W Broadway,49.258761,-123.127071
3882,River's Sushi,5.0,678 W Broadway,49.258761,-123.127071
3883,Farm Ventures,5.0,713 Sullivan Road,49.258761,-123.127071
3884,The Real Patty Co,5.0,,49.258761,-123.127071
3885,City of Vancouver,4.5,453 West 12th Avenue,49.258761,-123.127071
3886,Whistler Eco Tours,5.0,4308 Main Street,49.258761,-123.127071
3887,On the Grind - Pedalling Epic Coffee,5.0,,49.258761,-123.127071
3888,Indian Roti Kitchen,4.5,2961 Cambie Street,49.258761,-123.127071
3889,The PokéMan,4.5,3742 10th Avenue W,49.268974,-123.190701
3890,Caffe W,4.5,3646  Broadway W,49.268974,-123.190701
3891,Jericho Beach Park,4.5,3941 Point Grey Rd,49.268974,-123.190701
3892,Jericho Beach,4.5,Wallace St & Discovery St,49.268974,-123.190701
3893,Itosugi Kappo Cuisine,4.5,3648 W Broadway,49.268974,-123.190701
3894,Grounds For Coffee,4.5,2565 Alma Street,49.268974,-123.190701
3895,The Kitchen Dada,4.0,2535 Alma Street,49.268974,-123.190701
3896,Taste of Thai,4.0,3629 W Broadway,49.268974,-123.190701
3897,La Quercia,4.0,3689 W 4th Avenue,49.268974,-123.190701
3898,Old Hastings Mill Store Museum,4.5,1575 Alma St,49.268974,-123.190701
3899,Corner Cup,4.0,3301 W 4th Avenue,49.268974,-123.190701
3900,DICED Discovery Cafe,4.0,1515 Discovery Street,49.268974,-123.190701
3901,Rajio Japanese Public House,4.0,3763 W 10th Avenue,49.268974,-123.190701
3902,Yuji's From Japan,4.0,2083 Alma Street,49.268974,-123.190701
3903,Hitoe Sushi Japanese Restaurant,4.0,3347 W 4th Avenue,49.268974,-123.190701
3904,Breakaway Adventures,5.0,3368 W 12th Avenue,49.268974,-123.190701
3905,Almond Park,5.0,3600 W 12th Avenue,49.268974,-123.190701
3906,Hastings Mill Park,5.0,1575 Alma Street,49.268974,-123.190701
3907,Breka Bakery & Cafe,4.0,3750 W 4th Avenue,49.268974,-123.190701
3908,Green Leaf Sushi,4.0,3416 W Broadway,49.268974,-123.190701
3909,Sushi Flamingo,5.0,1-1855 Burrad Street,49.273011,-123.159663
3910,Livni Café & Bakery,5.0,2213 W Broadway,49.273011,-123.159663
3911,NUTTEA,5.0,1958 W4th Ave,49.273011,-123.159663
3912,Puerto Mexico,5.0,2710 West 4th Avenue,49.273011,-123.159663
3913,BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.273011,-123.159663
3914,Petite Bao,5.0,2825 West Broadway,49.273011,-123.159663
3915,Folke Restaurant,4.5,2585 W Broadway,49.273011,-123.159663
3916,The Only Cafe,4.5,2678 W 4th Avenue,49.273011,-123.159663
3917,Casereccio Foods,4.5,2480 Vine Street,49.273011,-123.159663
3918,Super Smash Burgers,4.5,2287 W Broadway,49.273011,-123.159663
3919,Billy Bishop Branch 176 Royal Canadian Legion,4.5,1407 Laburnum Street,49.273011,-123.159663
3920,Uno Gelato,4.5,2579 W Broadway,49.273011,-123.159663
3921,Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.273011,-123.159663
3922,C&T Fried Chicken,4.5,2445 Burrard Street,49.273011,-123.159663
3923,Cafe Lokal,4.5,2610 W 4 Avenue,49.273011,-123.159663
3924,O5 Tea,4.5,2208 W 4th Avenue,49.273011,-123.159663
3925,AnnaLena,4.5,1809 W 1st Avenue,49.273011,-123.159663
3926,Healthy Noodle House,4.5,2716 W 4th Avenue,49.273011,-123.159663
3927,Vegan Fried Chickun,4.5,2961 W Broadway,49.273011,-123.159663
3928,Lumine Coffee,4.5,103- 1965 W 4th Avenue,49.273011,-123.159663
3929,Puerto Mexico,5.0,2710 West 4th Avenue,49.266924,-123.173849
3930,BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.266924,-123.173849
3931,Petite Bao,5.0,2825 West Broadway,49.266924,-123.173849
3932,Folke Restaurant,4.5,2585 W Broadway,49.266924,-123.173849
3933,The PokéMan,4.5,3742 10th Avenue W,49.266924,-123.173849
3934,The Only Cafe,4.5,2678 W 4th Avenue,49.266924,-123.173849
3935,LanZhou Beef Noodle,4.5,3217 W Broadway,49.266924,-123.173849
3936,Nostos Taverna,4.5,3162 W Broadway,49.266924,-123.173849
3937,Caffe W,4.5,3646  Broadway W,49.266924,-123.173849
3938,Uno Gelato,4.5,2579 W Broadway,49.266924,-123.173849
3939,Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.266924,-123.173849
3940,Cafe Lokal,4.5,2610 W 4 Avenue,49.266924,-123.173849
3941,Healthy Noodle House,4.5,2716 W 4th Avenue,49.266924,-123.173849
3942,Vegan Fried Chickun,4.5,2961 W Broadway,49.266924,-123.173849
3943,Harvest Deli,4.5,2963 W Broadway,49.266924,-123.173849
3944,La Glace,4.5,2785 W 16th Avenue,49.266924,-123.173849
3945,Sahel Market & Restaurant,4.5,3207 West  Broadway,49.266924,-123.173849
3946,Subway,4.5,3090 W Broadway Street,49.266924,-123.173849
3947,Midam Cafe,4.5,3211 W Broadway,49.266924,-123.173849
3948,Koko Monk Chocolates,4.5,2883 West Broadway,49.266924,-123.173849
3949,Livni Café & Bakery,5.0,2213 W Broadway,49.264326,-123.164725
3950,Puerto Mexico,5.0,2710 West 4th Avenue,49.264326,-123.164725
3951,BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.264326,-123.164725
3952,Petite Bao,5.0,2825 West Broadway,49.264326,-123.164725
3953,Folke Restaurant,4.5,2585 W Broadway,49.264326,-123.164725
3954,The Only Cafe,4.5,2678 W 4th Avenue,49.264326,-123.164725
3955,Casereccio Foods,4.5,2480 Vine Street,49.264326,-123.164725
3956,LanZhou Beef Noodle,4.5,3217 W Broadway,49.264326,-123.164725
3957,Super Smash Burgers,4.5,2287 W Broadway,49.264326,-123.164725
3958,Nostos Taverna,4.5,3162 W Broadway,49.264326,-123.164725
3959,Billy Bishop Branch 176 Royal Canadian Legion,4.5,1407 Laburnum Street,49.264326,-123.164725
3960,Uno Gelato,4.5,2579 W Broadway,49.264326,-123.164725
3961,Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.264326,-123.164725
3962,Cafe Lokal,4.5,2610 W 4 Avenue,49.264326,-123.164725
3963,O5 Tea,4.5,2208 W 4th Avenue,49.264326,-123.164725
3964,Healthy Noodle House,4.5,2716 W 4th Avenue,49.264326,-123.164725
3965,Vegan Fried Chickun,4.5,2961 W Broadway,49.264326,-123.164725
3966,KITS Eyecare,5.0,1500 Yew Street,49.264326,-123.164725
3967,Harvest Deli,4.5,2963 W Broadway,49.264326,-123.164725
3968,Evelyn's Coffee Shop,4.5,2176 W Broadway,49.264326,-123.164725
3969,The PokéMan,4.5,3742 10th Avenue W,49.266636,-123.183661
3970,LanZhou Beef Noodle,4.5,3217 W Broadway,49.266636,-123.183661
3971,Nostos Taverna,4.5,3162 W Broadway,49.266636,-123.183661
3972,Caffe W,4.5,3646  Broadway W,49.266636,-123.183661
3973,Vegan Fried Chickun,4.5,2961 W Broadway,49.266636,-123.183661
3974,Harvest Deli,4.5,2963 W Broadway,49.266636,-123.183661
3975,Sahel Market & Restaurant,4.5,3207 West  Broadway,49.266636,-123.183661
3976,Subway,4.5,3090 W Broadway Street,49.266636,-123.183661
3977,Midam Cafe,4.5,3211 W Broadway,49.266636,-123.183661
3978,Koko Monk Chocolates,4.5,2883 West Broadway,49.266636,-123.183661
3979,Purebread,4.5,2887 W Broadway,49.266636,-123.183661
3980,Jericho Beach,4.5,Wallace St & Discovery St,49.266636,-123.183661
3981,Serano Greek Pastry,4.5,3185 W Broadway,49.266636,-123.183661
3982,Wicked Cafe & Bakery,4.5,3605 West 16th Avenue,49.266636,-123.183661
3983,La La Island,4.5,2951 W Broadway,49.266636,-123.183661
3984,Haidilao - Vancouver,4.5,3204 W Broadway,49.266636,-123.183661
3985,Bayswater Tea Company,4.5,2966 W Broadway,49.266636,-123.183661
3986,Itosugi Kappo Cuisine,4.5,3648 W Broadway,49.266636,-123.183661
3987,Grounds For Coffee,4.5,2565 Alma Street,49.266636,-123.183661
3988,Uncle Pu's Sichuan Taste,5.0,3132 West Broadway,49.266636,-123.183661
3989,Sweet Thea Bakery,5.0,4305 Main St,49.254818,-123.114785
3990,The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.254818,-123.114785
3991,WA-2!,5.0,1795 Powell Street,49.254818,-123.114785
3992,La Taqueria Food Truck,5.0,,49.254818,-123.114785
3993,Camion Cafe,5.0,,49.254818,-123.114785
3994,Mount Pleasant Park,5.0,3161 Ontario Street,49.254818,-123.114785
3995,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.254818,-123.114785
3996,Lumiere Cafe,4.5,521 West Broadway,49.254818,-123.114785
3997,Rolling Cashew,4.5,401 Industrial Avenue,49.254818,-123.114785
3998,Hot Cha Cafe,4.5,3306 Cambie Street,49.254818,-123.114785
3999,Saucin Staples,4.5,1073 W Broadway,49.254818,-123.114785
4000,Cilantro Indian Cuisine,4.5,189 W Broadway,49.254818,-123.114785
4001,Johnny’s On Oak,4.5,3838 Oak Street,49.254818,-123.114785
4002,Superbaba,4.5,2419 Main St,49.254818,-123.114785
4003,Deja Brew,4.5,943 W Broadway,49.254818,-123.114785
4004,The Mighty Oak,4.5,198 W 18th Avenue,49.254818,-123.114785
4005,Suyo Modern Peruvian,4.5,3475 Main Street,49.254818,-123.114785
4006,River's Sushi,5.0,678 W Broadway,49.254818,-123.114785
4007,Paper Cone Desserts,4.5,3623 Main Street,49.254818,-123.114785
4008,Farm Ventures,5.0,713 Sullivan Road,49.254818,-123.114785
4009,Puerto Mexico,5.0,2710 West 4th Avenue,49.268837,-123.177633
4010,Petite Bao,5.0,2825 West Broadway,49.268837,-123.177633
4011,Folke Restaurant,4.5,2585 W Broadway,49.268837,-123.177633
4012,The PokéMan,4.5,3742 10th Avenue W,49.268837,-123.177633
4013,The Only Cafe,4.5,2678 W 4th Avenue,49.268837,-123.177633
4014,LanZhou Beef Noodle,4.5,3217 W Broadway,49.268837,-123.177633
4015,Nostos Taverna,4.5,3162 W Broadway,49.268837,-123.177633
4016,Caffe W,4.5,3646  Broadway W,49.268837,-123.177633
4017,Uno Gelato,4.5,2579 W Broadway,49.268837,-123.177633
4018,Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.268837,-123.177633
4019,Cafe Lokal,4.5,2610 W 4 Avenue,49.268837,-123.177633
4020,Healthy Noodle House,4.5,2716 W 4th Avenue,49.268837,-123.177633
4021,Vegan Fried Chickun,4.5,2961 W Broadway,49.268837,-123.177633
4022,Harvest Deli,4.5,2963 W Broadway,49.268837,-123.177633
4023,Sahel Market & Restaurant,4.5,3207 West  Broadway,49.268837,-123.177633
4024,Subway,4.5,3090 W Broadway Street,49.268837,-123.177633
4025,Midam Cafe,4.5,3211 W Broadway,49.268837,-123.177633
4026,Koko Monk Chocolates,4.5,2883 West Broadway,49.268837,-123.177633
4027,Baroness,4.5,2790 W Broadway,49.268837,-123.177633
4028,Purebread,4.5,2887 W Broadway,49.268837,-123.177633
4029,The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.255034,-123.120226
4030,WA-2!,5.0,1795 Powell Street,49.255034,-123.120226
4031,La Taqueria Food Truck,5.0,,49.255034,-123.120226
4032,Camion Cafe,5.0,,49.255034,-123.120226
4033,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.255034,-123.120226
4034,Lumiere Cafe,4.5,521 West Broadway,49.255034,-123.120226
4035,Rolling Cashew,4.5,401 Industrial Avenue,49.255034,-123.120226
4036,Hot Cha Cafe,4.5,3306 Cambie Street,49.255034,-123.120226
4037,Saucin Staples,4.5,1073 W Broadway,49.255034,-123.120226
4038,Cilantro Indian Cuisine,4.5,189 W Broadway,49.255034,-123.120226
4039,Johnny’s On Oak,4.5,3838 Oak Street,49.255034,-123.120226
4040,Deja Brew,4.5,943 W Broadway,49.255034,-123.120226
4041,The Mighty Oak,4.5,198 W 18th Avenue,49.255034,-123.120226
4042,River's Sushi,5.0,678 W Broadway,49.255034,-123.120226
4043,Farm Ventures,5.0,713 Sullivan Road,49.255034,-123.120226
4044,The Real Patty Co,5.0,,49.255034,-123.120226
4045,City of Vancouver,4.5,453 West 12th Avenue,49.255034,-123.120226
4046,Whistler Eco Tours,5.0,4308 Main Street,49.255034,-123.120226
4047,On the Grind - Pedalling Epic Coffee,5.0,,49.255034,-123.120226
4048,Indian Roti Kitchen,4.5,2961 Cambie Street,49.255034,-123.120226
4049,Puerto Mexico,5.0,2710 West 4th Avenue,49.271044,-123.170661
4050,BikeHike Adventures,5.0,303 2525 West 4th Avenue,49.271044,-123.170661
4051,Petite Bao,5.0,2825 West Broadway,49.271044,-123.170661
4052,Folke Restaurant,4.5,2585 W Broadway,49.271044,-123.170661
4053,The Only Cafe,4.5,2678 W 4th Avenue,49.271044,-123.170661
4054,Casereccio Foods,4.5,2480 Vine Street,49.271044,-123.170661
4055,LanZhou Beef Noodle,4.5,3217 W Broadway,49.271044,-123.170661
4056,Super Smash Burgers,4.5,2287 W Broadway,49.271044,-123.170661
4057,Nostos Taverna,4.5,3162 W Broadway,49.271044,-123.170661
4058,Uno Gelato,4.5,2579 W Broadway,49.271044,-123.170661
4059,Chewie's Chicken & Biscuits,4.5,2822 West 4th Avenue,49.271044,-123.170661
4060,Cafe Lokal,4.5,2610 W 4 Avenue,49.271044,-123.170661
4061,Healthy Noodle House,4.5,2716 W 4th Avenue,49.271044,-123.170661
4062,Vegan Fried Chickun,4.5,2961 W Broadway,49.271044,-123.170661
4063,Harvest Deli,4.5,2963 W Broadway,49.271044,-123.170661
4064,Sahel Market & Restaurant,4.5,3207 West  Broadway,49.271044,-123.170661
4065,Subway,4.5,3090 W Broadway Street,49.271044,-123.170661
4066,Midam Cafe,4.5,3211 W Broadway,49.271044,-123.170661
4067,Koko Monk Chocolates,4.5,2883 West Broadway,49.271044,-123.170661
4068,Baroness,4.5,2790 W Broadway,49.271044,-123.170661
4069,Sweet Thea Bakery,5.0,4305 Main St,49.252691,-123.101289
4070,La Taqueria Food Truck,5.0,,49.252691,-123.101289
4071,Camion Cafe,5.0,,49.252691,-123.101289
4072,Mount Pleasant Park,5.0,3161 Ontario Street,49.252691,-123.101289
4073,Ramen Kounotori,4.5,3950 Main Street,49.252691,-123.101289
4074,Hot Cha Cafe,4.5,3306 Cambie Street,49.252691,-123.101289
4075,BBQ Chicken,4.5,4470 Main Street,49.252691,-123.101289
4076,The Mighty Oak,4.5,198 W 18th Avenue,49.252691,-123.101289
4077,Suyo Modern Peruvian,4.5,3475 Main Street,49.252691,-123.101289
4078,Paper Cone Desserts,4.5,3623 Main Street,49.252691,-123.101289
4079,The Watson,5.0,3080 Main Street,49.252691,-123.101289
4080,City of Vancouver,4.5,453 West 12th Avenue,49.252691,-123.101289
4081,On the Grind - Pedalling Epic Coffee,5.0,,49.252691,-123.101289
4082,Dog Meister,5.0,2949 Main Street,49.252691,-123.101289
4083,J.J Dosai,4.5,4354 Fraser street,49.252691,-123.101289
4084,Corner 29,4.5,4488 Main Street,49.252691,-123.101289
4085,Sushi Hil,4.5,3330 Main Street,49.252691,-123.101289
4086,Piast Bakery,4.5,3280 Cambie Street,49.252691,-123.101289
4087,O! Taho,4.5,4223 Fraser Street,49.252691,-123.101289
4088,Published On Main,4.5,3593 Main Street,49.252691,-123.101289
4089,Golftec,5.0,763 Terminal Avenue,49.272172,-123.097978
4090,Johnny's Pops,5.0,,49.272172,-123.097978
4091,The Garden Strathcona,5.0,868 E Hastings Street,49.272172,-123.097978
4092,Cookies of Course,5.0,,49.272172,-123.097978
4093,West Hotel & Bar,5.0,488 Carrall St,49.272172,-123.097978
4094,Say Hello Sweets,5.0,620 Quebec Street,49.272172,-123.097978
4095,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.272172,-123.097978
4096,Hoduya,4.5,86 Keefer Place,49.272172,-123.097978
4097,Le Petit Belge,4.5,1007 Main Street,49.272172,-123.097978
4098,Aiyaohno Cafe,4.5,425 Carrall Street,49.272172,-123.097978
4099,The Chinese Tea Shop,4.5,101 E Pender Street,49.272172,-123.097978
4100,Honolulu Coffee,4.5,97 West 2nd Avenue,49.272172,-123.097978
4101,Rolling Cashew,4.5,401 Industrial Avenue,49.272172,-123.097978
4102,Little Bangkok Thai Kitchen 2,4.5,88 W Pender Street,49.272172,-123.097978
4103,Cilantro Indian Cuisine,4.5,189 W Broadway,49.272172,-123.097978
4104,Manpuku Bento,4.5,288 E Pender Street,49.272172,-123.097978
4105,Superbaba,4.5,2419 Main St,49.272172,-123.097978
4106,Barbara,4.5,305 East Pender Street,49.272172,-123.097978
4107,Kouign Café,4.5,18 East Pender Street,49.272172,-123.097978
4108,Bali Thai,4.5,88 W Pender Street,49.272172,-123.097978
4109,The PokéMan,4.5,3742 10th Avenue W,49.271082,-123.191458
4110,Caffe W,4.5,3646  Broadway W,49.271082,-123.191458
4111,Jericho Beach Park,4.5,3941 Point Grey Rd,49.271082,-123.191458
4112,Jericho Beach,4.5,Wallace St & Discovery St,49.271082,-123.191458
4113,Itosugi Kappo Cuisine,4.5,3648 W Broadway,49.271082,-123.191458
4114,Grounds For Coffee,4.5,2565 Alma Street,49.271082,-123.191458
4115,The Kitchen Dada,4.0,2535 Alma Street,49.271082,-123.191458
4116,Taste of Thai,4.0,3629 W Broadway,49.271082,-123.191458
4117,La Quercia,4.0,3689 W 4th Avenue,49.271082,-123.191458
4118,West Point Grey Community Centre At Aberthau,4.5,4397 2nd Avenue W,49.271082,-123.191458
4119,Old Hastings Mill Store Museum,4.5,1575 Alma St,49.271082,-123.191458
4120,Corner Cup,4.0,3301 W 4th Avenue,49.271082,-123.191458
4121,DICED Discovery Cafe,4.0,1515 Discovery Street,49.271082,-123.191458
4122,Rajio Japanese Public House,4.0,3763 W 10th Avenue,49.271082,-123.191458
4123,Yuji's From Japan,4.0,2083 Alma Street,49.271082,-123.191458
4124,Hitoe Sushi Japanese Restaurant,4.0,3347 W 4th Avenue,49.271082,-123.191458
4125,Little Umbrella,5.0,4372 W 10th Avenue,49.271082,-123.191458
4126,Hastings Mill Park,5.0,1575 Alma Street,49.271082,-123.191458
4127,Breka Bakery & Cafe,4.0,3750 W 4th Avenue,49.271082,-123.191458
4128,Green Leaf Sushi,4.0,3416 W Broadway,49.271082,-123.191458
4129,Grab N Go,5.0,1207 Hamilton Street,49.27808,-123.130557
4130,That’s It Cafe,5.0,1612 West 1st Avenue,49.27808,-123.130557
4131,Parker Rooftop,5.0,1379 Howe Street,49.27808,-123.130557
4132,Okeya Kyujiro,5.0,1038 Mainland Street,49.27808,-123.130557
4133,Sake Dining Hashigo,5.0,1265 Granville St,49.27808,-123.130557
4134,Cardero Cafe,5.0,1105 Davie St,49.27808,-123.130557
4135,Arike Restaurant,5.0,1725 Davie St,49.27808,-123.130557
